,,liang:UpperBody1,,,liang:UpperBody2,,,liang:UpperBody3,,,liang:UpperBody4,,,liang:UpperBody5,,,liang:UpperBody6,,,liang:UpperBody7,,,liang:UpperArmLeft1,,,liang:UpperArmLeft2,,,liang:UpperArmLeft3,,,liang:UpperArmRight1,,,liang:UpperArmRight2,,,liang:UpperArmRight3,,,liang:LowerArmRight2,,,liang:LowerArmRight3,,,liang:LowerArmLeft2,,,liang:LowerArmLeft3,,,liang:Head1,,,liang:Head2,,,liang:ThighLeft2,,,liang:ThighLeft3,,,liang:ThighLeft4,,,liang:ThighRight2,,,liang:ThighRight3,,,liang:ThighRight4,,,liang:LowerLegRight3,,,liang:LowerLegRight4,,,liang:LowerLegLeft3,,,liang:LowerLegLeft4,,,liang:FeetLeft2,,,liang:FeetLeft3,,,liang:FeetRight2,,,liang:FeetRight3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
25,0,-304.082,0.361471,1473.98,-81.758,51.0954,1492.29,-163.803,-8.71371,1436.93,-224.967,211.395,1332.57,-151.249,-39.3443,1303.5,-375.145,46.8774,1020.01,-20.3009,126.865,1005.9,-389.916,113.705,1536.47,-499.336,9.54459,1565.58,-562.594,-101.039,1675.55,-54.954,187.586,1540.31,82.9473,152.689,1622.63,176.7,91.2779,1720.54,187.275,59.6389,1834,219.443,-19.2117,1965.22,-554.869,-100.193,1793.89,-523.874,-160.486,1926.34,-208.268,-45.4821,1743.54,-102.314,-17.0514,1746.98,-393.742,-14.4773,775.757,-359.676,26.2499,482.917,-268.755,4.38172,473.678,29.0118,91.3226,755.536,7.1388,79.9361,484.511,-77.9605,34.8938,466.463,16.1072,176.984,335.953,2.4503,175.987,57.9547,-393.496,82.718,308.239,-381.936,126.006,65.7264,-392.639,-0.70949,18.5007,-328.357,193.739,19.1626,85.9228,51.1571,18.2414,-49.1947,214.785,20.1035
26,0,-304.056,0.278907,1473.99,-81.8261,51.051,1492.27,-164.148,-8.78748,1436.78,-224.969,211.304,1332.59,-151.358,-39.2939,1303.47,-375.103,46.8646,1019.98,-20.3141,126.805,1005.89,-389.878,113.559,1536.55,-499.275,9.44779,1565.56,-562.629,-101.209,1675.59,-54.8972,187.535,1540.33,82.9941,152.612,1622.6,176.71,91.2544,1720.52,187.332,59.593,1833.99,219.528,-19.3487,1965.12,-554.829,-100.285,1793.93,-523.895,-160.65,1926.34,-208.227,-45.5233,1743.52,-102.212,-17.2487,1746.96,-393.745,-14.5399,775.74,-359.751,26.0991,482.958,-268.231,4.10871,473.61,29.0292,91.2902,755.516,7.12688,79.9329,484.48,-77.8181,34.9667,466.529,16.085,176.971,335.976,2.48487,175.962,58.0045,-393.545,82.6353,308.274,-381.703,126.028,65.697,-392.658,-0.739255,18.4807,-328.414,193.751,19.1809,85.9304,51.1865,18.2103,-49.1509,214.846,20.1059
27,0,-304.013,0.255456,1473.98,-81.8111,51.0396,1492.27,-163.819,-8.96512,1436.86,-224.982,211.225,1332.64,-151.325,-39.3267,1303.47,-375.128,46.7317,1020,-20.2993,126.785,1005.89,-389.853,113.499,1536.57,-499.251,9.35687,1565.57,-562.531,-101.346,1675.63,-54.9023,187.531,1540.35,82.9825,152.554,1622.59,176.722,91.1918,1720.5,187.375,59.5689,1834.06,219.591,-19.4473,1965.09,-554.784,-100.343,1793.95,-523.88,-160.782,1926.35,-208.166,-45.6214,1743.49,-102.227,-17.2796,1746.95,-393.735,-14.5887,775.713,-359.851,25.9724,483.074,-268.667,4.16172,473.658,29.0113,91.2542,755.512,7.09809,79.9211,484.488,-77.7232,34.9646,466.623,16.0943,176.957,335.987,2.47164,175.99,57.984,-393.608,82.4686,308.255,-381.663,126.074,65.7265,-392.609,-0.76583,18.4495,-328.347,193.665,19.2254,85.9797,51.1738,18.2583,-49.1606,214.801,20.0898
28,0,-304.038,0.164093,1473.99,-81.832,51.0151,1492.22,-164.131,-8.93435,1436.87,-224.973,211.181,1332.58,-151.436,-39.2959,1303.46,-375.082,46.6553,1019.98,-20.2965,126.772,1005.87,-389.753,113.425,1536.65,-499.207,9.30191,1565.62,-562.53,-101.506,1675.64,-54.8186,187.455,1540.4,83.014,152.514,1622.59,176.768,91.15,1720.48,187.383,59.4758,1834.06,219.686,-19.4841,1965.06,-554.756,-100.429,1793.95,-523.704,-160.834,1926.17,-208.133,-45.728,1743.49,-102.226,-17.3818,1746.95,-393.732,-14.6363,775.69,-359.887,25.7941,483.087,-268.541,4.07019,473.619,29.0077,91.2381,755.543,7.10169,79.8658,484.488,-77.9408,34.8213,466.558,16.1062,176.939,336.015,2.46457,175.976,57.9797,-393.555,82.4858,308.29,-381.94,126.005,65.7265,-392.637,-0.757052,18.4632,-328.32,193.682,19.2153,85.9892,51.207,18.2583,-49.2047,214.759,20.0952
29,0,-304.053,0.127897,1474,-81.7648,50.9583,1492.21,-164.699,-8.8489,1436.66,-224.934,211.127,1332.62,-151.432,-39.2951,1303.46,-375.109,46.5379,1019.97,-20.3096,126.742,1005.84,-389.717,113.359,1536.65,-499.205,9.22095,1565.61,-562.444,-101.637,1675.69,-54.834,187.395,1540.39,83.0214,152.505,1622.57,176.745,91.1199,1720.4,187.432,59.5076,1833.93,219.771,-19.6857,1964.9,-554.711,-100.507,1793.92,-523.659,-160.97,1926.17,-208.153,-45.824,1743.5,-102.141,-17.5391,1746.97,-393.664,-14.7121,775.707,-360.018,25.7001,483.126,-268.554,4.0517,473.6,29.0131,91.1848,755.493,7.14323,79.8382,484.455,-77.7475,34.9489,466.56,16.0329,176.938,335.992,2.48839,175.945,58.029,-393.523,82.4446,308.273,-381.656,125.947,65.7934,-392.645,-0.772032,18.4443,-328.275,193.674,19.2259,85.8141,51.1627,18.1686,-49.1664,214.776,20.1252
30,0,-304.053,0.0941098,1473.99,-81.7771,50.9607,1492.18,-164.424,-9.01273,1436.76,-224.947,211.052,1332.54,-151.36,-39.3251,1303.4,-375.103,46.4627,1020.03,-20.3327,126.689,1005.83,-389.693,113.32,1536.59,-499.159,9.18104,1565.66,-562.404,-101.681,1675.66,-54.8016,187.35,1540.36,83.071,152.46,1622.56,176.669,91.0828,1720.33,187.426,59.42,1833.81,219.903,-19.8281,1964.8,-554.64,-100.653,1793.92,-523.686,-161.125,1926.15,-208.118,-45.8679,1743.45,-102.163,-17.4613,1746.98,-393.626,-14.7475,775.721,-359.873,25.5701,483.18,-268.199,3.94618,473.51,29.0006,91.162,755.506,7.10279,79.8004,484.471,-77.6361,35.0663,466.612,16.1067,176.911,336.004,2.51495,175.937,57.9764,-393.511,82.4104,308.294,-381.606,126.049,65.8255,-392.559,-0.772468,18.4647,-328.312,193.732,19.2196,85.9463,51.1913,18.2159,-49.1289,214.779,20.1521
31,0,-304.003,0.0968517,1474,-81.7805,50.9131,1492.17,-164.048,-9.12759,1436.84,-224.989,211.018,1332.52,-151.262,-39.3445,1303.43,-375.131,46.3331,1020.01,-20.3444,126.672,1005.84,-389.681,113.236,1536.64,-499.167,9.11825,1565.67,-562.415,-101.8,1675.7,-54.6939,187.295,1540.36,83.0982,152.434,1622.55,176.794,91.0623,1720.32,187.554,59.3604,1833.75,219.995,-19.9851,1964.71,-554.566,-100.719,1793.92,-523.644,-161.234,1926.16,-208.089,-45.9555,1743.47,-102.011,-17.696,1746.96,-393.612,-14.8419,775.768,-359.962,25.5095,483.195,-268.547,4.04955,473.558,28.9977,91.1644,755.504,7.15243,79.7942,484.491,-78.3194,34.2527,466.607,16.1046,176.853,336.018,2.49672,175.981,58.0605,-393.495,82.369,308.296,-381.891,125.961,65.8961,-392.598,-0.780931,18.4741,-328.23,193.707,19.2415,85.8815,51.1571,18.2144,-49.1756,214.782,20.1548
32,0,-304.016,0.0783085,1473.96,-81.7495,50.862,1492.15,-164.027,-9.18755,1436.79,-224.922,211.022,1332.5,-151.208,-39.4105,1303.4,-375.052,46.1817,1020.05,-20.3313,126.585,1005.85,-389.688,113.159,1536.63,-499.112,9.07098,1565.65,-562.396,-101.789,1675.68,-54.6518,187.268,1540.38,83.1492,152.354,1622.51,176.85,91.0221,1720.29,187.561,59.2669,1833.72,220.086,-19.9877,1964.67,-554.541,-100.838,1793.9,-523.542,-161.378,1926.17,-208.027,-46.0054,1743.45,-102.036,-17.7457,1746.93,-393.599,-14.8652,775.786,-359.885,25.4749,483.197,-268.333,3.92733,473.517,28.9655,91.123,755.516,7.1838,79.7447,484.479,-78.266,34.2038,466.715,16.1798,176.864,336.098,2.49947,175.982,58.0552,-393.449,82.3881,308.309,-381.592,126.062,65.8405,-392.587,-0.771953,18.5071,-328.264,193.689,19.2849,85.7963,51.1557,18.1551,-49.182,214.754,20.1727
33,0,-303.996,0.0488628,1473.96,-81.7705,50.8209,1492.11,-164.44,-9.07894,1436.71,-225.001,210.983,1332.4,-151.147,-39.4412,1303.34,-375.054,46.1044,1020,-20.322,126.549,1005.83,-389.656,113.095,1536.67,-499.083,9.04002,1565.65,-562.355,-101.867,1675.69,-54.6275,187.238,1540.38,83.1567,152.349,1622.46,177.011,90.9167,1720.27,187.75,59.2219,1833.71,220.131,-20.0795,1964.59,-554.508,-100.984,1793.86,-523.483,-161.54,1926.15,-208.069,-46.1413,1743.47,-101.883,-17.8907,1746.97,-393.556,-14.9244,775.752,-360,25.3227,483.306,-268.127,3.8699,473.489,28.9608,91.1068,755.511,7.203,79.7483,484.536,-78.3133,34.1705,466.776,16.1754,176.832,336.09,2.49972,175.983,58.058,-393.478,82.3513,308.292,-381.871,125.991,65.8341,-392.555,-0.759478,18.5392,-328.275,193.676,19.2869,85.762,51.1287,18.1437,-49.1502,214.78,20.1992
34,0,-304,-0.016406,1473.95,-81.7348,50.803,1492.07,-164.186,-9.24703,1436.67,-224.943,210.947,1332.38,-151.289,-39.4416,1303.35,-375.006,46.0545,1019.92,-20.3574,126.47,1005.82,-389.688,113.057,1536.67,-499.124,8.96419,1565.65,-562.326,-101.924,1675.69,-54.5884,187.206,1540.36,83.1754,152.318,1622.45,177.083,90.7851,1720.16,187.844,59.089,1833.63,220.279,-20.0792,1964.61,-554.5,-101.095,1793.81,-523.417,-161.706,1926.11,-207.992,-46.1265,1743.42,-102.005,-17.8002,1746.87,-393.576,-14.9278,775.732,-360.1,25.2258,483.221,-268.414,3.81128,473.517,28.9455,91.0775,755.52,7.17328,79.7202,484.52,-78.4471,33.9219,466.769,16.1222,176.811,336.034,2.49363,175.965,58.0598,-393.477,82.3307,308.264,-381.63,125.983,65.7755,-392.611,-0.770473,18.4662,-328.263,193.695,19.3253,86.0164,51.2177,18.2543,-49.1781,214.761,20.1713
35,0,-303.963,-0.0395493,1473.88,-81.8012,50.7788,1492.05,-164.415,-9.18532,1436.67,-224.981,210.948,1332.34,-151.33,-39.459,1303.36,-375.012,45.9497,1019.89,-20.3411,126.439,1005.82,-389.678,113.02,1536.6,-499.075,8.93059,1565.6,-562.324,-101.967,1675.63,-54.6309,187.131,1540.32,83.1609,152.275,1622.43,177.145,90.7654,1720.06,187.88,59.0242,1833.53,220.356,-20.1299,1964.51,-554.485,-101.089,1793.83,-523.343,-161.78,1926.07,-207.93,-46.1344,1743.37,-101.873,-18.0148,1746.84,-393.52,-14.9556,775.649,-360.116,25.2424,483.153,-268.32,3.7253,473.45,28.9473,91.0713,755.542,7.1476,79.6934,484.483,-78.1406,34.3079,466.623,16.1133,176.757,336.009,2.44936,175.945,58.0266,-393.442,82.3228,308.254,-381.938,125.981,65.813,-392.608,-0.782415,18.4575,-328.289,193.668,19.2756,85.7247,51.1544,18.1335,-49.234,214.761,20.0996
36,0,-303.945,-0.0844855,1473.87,-81.7779,50.7076,1492.03,-164.585,-9.19745,1436.62,-224.939,210.89,1332.36,-151.362,-39.4652,1303.34,-375.013,45.9321,1019.89,-20.3251,126.376,1005.82,-389.653,112.988,1536.59,-499.065,8.94429,1565.63,-562.281,-101.996,1675.63,-54.6076,187.071,1540.29,83.1708,152.273,1622.41,177.125,90.7348,1719.96,187.865,58.9727,1833.41,220.108,-20.1759,1963.93,-554.443,-101.1,1793.83,-523.271,-161.899,1925.98,-207.896,-46.1687,1743.37,-101.9,-17.9408,1746.81,-393.453,-15.0164,775.618,-360.167,25.2216,483.133,-268.202,3.72033,473.457,29.0158,91.0509,755.537,7.09907,79.6219,484.446,-78.4184,34.0742,466.586,16.1222,176.754,335.996,2.44074,175.91,58.0135,-393.429,82.3113,308.241,-381.877,125.941,65.7739,-392.628,-0.774333,18.4405,-328.276,193.711,19.2519,85.8203,51.1337,18.1429,-49.2557,214.723,20.1204
37,0,-303.942,-0.126348,1473.87,-81.8075,50.6761,1492.01,-164.437,-9.3403,1436.67,-224.913,210.861,1332.29,-151.343,-39.4834,1303.31,-374.994,45.9136,1019.88,-20.3077,126.315,1005.78,-389.628,112.918,1536.59,-499.058,8.83778,1565.6,-562.222,-101.983,1675.59,-54.593,186.976,1540.24,83.1154,152.202,1622.4,177.152,90.7058,1719.9,187.88,58.913,1833.36,220.27,-20.2175,1963.78,-554.411,-101.129,1793.82,-523.202,-161.991,1925.93,-207.852,-46.1907,1743.35,-101.866,-18.037,1746.77,-393.472,-15.1038,775.608,-360.046,25.1472,483.163,-268.214,3.64045,473.465,28.989,90.9708,755.519,7.12478,79.6304,484.451,-78.4379,34.0585,466.587,16.1006,176.735,335.989,2.44905,175.917,58.012,-393.449,82.3047,308.243,-381.634,125.916,65.7561,-392.624,-0.786212,18.4184,-328.301,193.623,19.337,85.8173,51.1573,18.185,-49.3137,214.728,20.0852
38,0,-303.972,-0.169211,1473.83,-81.8532,50.6283,1492,-164.459,-9.36141,1436.68,-224.893,210.842,1332.25,-151.342,-39.4671,1303.27,-374.909,45.8292,1019.85,-20.2689,126.269,1005.76,-389.59,112.798,1536.6,-499.068,8.85996,1565.61,-562.217,-101.995,1675.59,-54.5831,186.946,1540.24,83.207,152.235,1622.38,177.168,90.6336,1719.83,187.95,58.8655,1833.34,220.411,-20.3422,1963.57,-554.441,-101.168,1793.86,-523.163,-162.046,1925.93,-207.806,-46.2404,1743.34,-101.775,-18.0791,1746.71,-393.49,-15.1862,775.643,-360.072,25.1184,483.12,-268.535,3.66766,473.527,28.9768,90.9942,755.514,7.09529,79.6122,484.462,-77.5596,34.8191,466.574,16.1176,176.731,336.014,2.45005,175.944,58.0622,-393.383,82.1741,308.205,-381.619,125.942,65.8279,-392.641,-0.822574,18.4395,-328.266,193.654,19.3107,86.0007,51.2002,18.2519,-49.2474,214.752,20.1394
39,0,-303.981,-0.202996,1473.83,-81.7656,50.5771,1492.01,-164.146,-9.48996,1436.73,-224.842,210.811,1332.26,-151.413,-39.4458,1303.29,-374.843,45.7802,1019.83,-20.2843,126.166,1005.7,-389.516,112.783,1536.6,-499.058,8.85421,1565.6,-562.229,-102.006,1675.6,-54.553,186.956,1540.29,83.1814,152.192,1622.34,177.252,90.5806,1719.8,188.113,58.8273,1833.28,220.569,-20.305,1963.59,-554.408,-101.197,1793.87,-523.157,-162.135,1925.91,-207.802,-46.3552,1743.33,-101.671,-18.2482,1746.71,-393.486,-15.187,775.677,-360.135,25.09,483.137,-268.241,3.60519,473.381,28.9976,90.9097,755.504,7.12474,79.5907,484.489,-78.1513,34.1614,466.645,16.1391,176.747,336.066,2.48017,175.937,58.0711,-393.375,82.1869,308.23,-381.508,125.96,65.84,-392.608,-0.80542,18.4354,-328.249,193.646,19.2909,85.8646,51.1727,18.1904,-49.226,214.737,20.1934
40,0,-303.981,-0.210583,1473.84,-81.7697,50.5191,1492.05,-164.542,-9.34901,1436.68,-224.806,210.79,1332.17,-151.248,-39.4826,1303.29,-374.747,45.735,1019.89,-20.2335,126.124,1005.68,-389.557,112.724,1536.58,-499.006,8.8457,1565.61,-562.234,-102.025,1675.64,-54.5317,186.869,1540.25,83.2252,152.215,1622.34,177.293,90.5529,1719.79,188.235,58.8123,1833.23,220.623,-20.3405,1963.6,-554.43,-101.245,1793.88,-523.141,-162.192,1925.94,-207.799,-46.3949,1743.34,-101.711,-18.2692,1746.7,-393.496,-15.3444,775.747,-360.097,24.9121,483.268,-268.265,3.64925,473.398,29.0048,90.8971,755.485,7.12027,79.5733,484.472,-77.8511,34.3315,466.747,16.1838,176.735,336.121,2.51487,175.923,58.0921,-393.442,82.2029,308.243,-381.561,125.933,65.9332,-392.593,-0.798372,18.4718,-328.245,193.605,19.3233,85.9807,51.2177,18.2463,-49.1862,214.693,20.2216
41,0,-303.962,-0.207609,1473.84,-81.689,50.4563,1492.02,-164.503,-9.35984,1436.66,-224.741,210.731,1332.18,-151.232,-39.5079,1303.28,-374.703,45.6865,1019.87,-20.2615,126.085,1005.64,-389.508,112.7,1536.57,-499.018,8.81953,1565.65,-562.223,-102.022,1675.64,-54.5445,186.833,1540.25,83.223,152.165,1622.32,177.309,90.5561,1719.75,188.354,58.7905,1833.27,220.764,-20.3622,1963.6,-554.413,-101.39,1793.83,-523.128,-162.244,1925.92,-207.724,-46.475,1743.37,-101.65,-18.3353,1746.71,-393.528,-15.3473,775.795,-360.203,24.8584,483.299,-268.183,3.57277,473.399,29.003,90.8531,755.509,7.16675,79.5542,484.51,-77.9852,34.1521,466.79,16.2112,176.716,336.199,2.51436,175.919,58.0933,-393.388,82.2006,308.237,-381.52,125.925,65.9466,-392.548,-0.773237,18.4758,-328.296,193.657,19.3231,85.9497,51.211,18.2267,-49.1619,214.725,20.297
42,0,-303.955,-0.22237,1473.85,-81.6948,50.4473,1492.08,-164.47,-9.40515,1436.67,-224.758,210.732,1332.14,-151.177,-39.5837,1303.27,-374.676,45.6383,1019.92,-20.2138,126.049,1005.7,-389.527,112.687,1536.53,-499.013,8.73946,1565.62,-562.233,-102.02,1675.63,-54.5012,186.81,1540.27,83.2525,152.142,1622.37,177.293,90.5467,1719.73,188.385,58.7031,1833.28,221.136,-20.4226,1964.01,-554.417,-101.423,1793.81,-523.156,-162.256,1925.97,-207.746,-46.5058,1743.34,-101.67,-18.3483,1746.69,-393.446,-15.373,775.767,-360.118,24.8537,483.294,-268.145,3.49534,473.375,29.0153,90.8065,755.522,7.16869,79.493,484.48,-78.1639,33.9307,466.765,16.2231,176.669,336.194,2.51961,175.925,58.089,-393.354,82.1666,308.266,-381.856,125.926,66.0421,-392.573,-0.779421,18.4935,-328.257,193.602,19.3061,85.9101,51.2012,18.2107,-49.1383,214.703,20.3
43,0,-303.956,-0.234174,1473.87,-81.6636,50.3874,1492.06,-164.37,-9.45847,1436.69,-224.74,210.737,1332.13,-151.111,-39.6216,1303.32,-374.689,45.6496,1019.89,-20.2371,126.025,1005.76,-389.487,112.643,1536.6,-498.967,8.71095,1565.64,-562.222,-102.032,1675.65,-54.4808,186.747,1540.3,83.2692,152.124,1622.33,177.356,90.4962,1719.76,188.407,58.6821,1833.29,220.957,-20.4056,1963.64,-554.455,-101.455,1793.83,-523.177,-162.257,1925.96,-207.682,-46.6386,1743.37,-101.654,-18.4245,1746.71,-393.457,-15.4719,775.768,-360.1,24.8209,483.287,-268.199,3.48262,473.377,29.0448,90.7238,755.527,7.17251,79.4355,484.491,-78.3406,33.713,466.781,16.222,176.66,336.185,2.5159,175.917,58.1273,-393.376,82.1606,308.257,-381.529,125.902,65.9517,-392.57,-0.746796,18.498,-328.248,193.678,19.3131,85.9608,51.1871,18.2224,-49.2169,214.694,20.2535
44,0,-303.97,-0.284183,1473.88,-81.6789,50.3737,1492.06,-163.475,-9.78996,1436.99,-224.713,210.701,1332.16,-151.043,-39.6633,1303.34,-374.628,45.6147,1019.87,-20.2345,125.947,1005.8,-389.503,112.618,1536.58,-498.908,8.71176,1565.64,-562.184,-102.079,1675.63,-54.5076,186.661,1540.28,83.2095,152.128,1622.36,177.325,90.4939,1719.77,188.465,58.673,1833.31,221.071,-20.3535,1963.67,-554.402,-101.458,1793.86,-523.188,-162.267,1925.99,-207.649,-46.6273,1743.32,-101.637,-18.4767,1746.68,-393.442,-15.4737,775.731,-360.064,24.8144,483.234,-268.609,3.53077,473.445,29.1018,90.6976,755.576,7.11166,79.3696,484.438,-78.2185,33.7879,466.708,16.188,176.651,336.142,2.48615,175.911,58.0757,-393.358,82.1762,308.228,-381.551,125.942,65.8544,-392.603,-0.78129,18.4781,-328.249,193.627,19.3484,85.9191,51.1797,18.1822,-49.2859,214.675,20.2037
45,0,-303.951,-0.315579,1473.88,-81.7157,50.344,1492.09,-163.454,-9.74869,1436.96,-224.691,210.636,1332.18,-151.122,-39.684,1303.31,-374.747,45.5634,1019.86,-20.311,125.84,1005.79,-389.404,112.544,1536.57,-498.899,8.68937,1565.63,-562.197,-102.053,1675.63,-54.4728,186.609,1540.26,83.2503,152.114,1622.36,177.298,90.4802,1719.76,188.457,58.6687,1833.3,221.151,-20.2903,1963.64,-554.405,-101.447,1793.88,-523.171,-162.278,1926.01,-207.609,-46.6804,1743.35,-101.603,-18.4842,1746.72,-393.423,-15.505,775.706,-360.014,24.8061,483.222,-268.229,3.41113,473.355,29.1262,90.653,755.564,7.09816,79.329,484.393,-78.1928,33.9216,466.579,16.1801,176.616,336.112,2.45081,175.91,58.0786,-393.288,82.1095,308.156,-381.867,125.916,65.8881,-392.653,-0.785699,18.4611,-328.26,193.665,19.342,85.8784,51.1793,18.1937,-49.24,214.682,20.2136
46,0,-303.926,-0.363485,1473.86,-81.6826,50.3008,1492.09,-163.524,-9.79898,1436.91,-224.666,210.647,1332.14,-151.099,-39.6936,1303.33,-374.723,45.5282,1019.85,-20.2662,125.852,1005.74,-389.412,112.546,1536.6,-498.844,8.62309,1565.64,-562.13,-102.04,1675.64,-54.4804,186.604,1540.27,83.2044,152.03,1622.33,177.29,90.4737,1719.77,188.559,58.6884,1833.34,221.316,-20.2515,1963.61,-554.404,-101.361,1793.91,-523.136,-162.218,1926.03,-207.622,-46.6977,1743.33,-101.604,-18.5385,1746.72,-393.458,-15.5699,775.661,-359.93,24.7678,483.21,-268.484,3.41852,473.393,29.1598,90.5975,755.514,7.06866,79.3176,484.355,-78.1279,33.8188,466.661,16.2462,176.569,336.091,2.45439,175.903,58.1123,-393.247,82.0189,308.167,-381.534,126.004,65.8206,-392.644,-0.784926,18.4334,-328.23,193.62,19.3461,85.9266,51.1657,18.193,-49.2397,214.659,20.2704
47,0,-303.917,-0.403975,1473.88,-81.6364,50.2403,1492.15,-164.041,-9.65773,1436.8,-224.697,210.581,1332.13,-151.003,-39.7079,1303.36,-374.649,45.4926,1019.83,-20.2145,125.805,1005.73,-389.343,112.47,1536.56,-498.737,8.64556,1565.66,-562.137,-102.014,1675.65,-54.4086,186.523,1540.24,83.2392,152.024,1622.35,177.294,90.4964,1719.8,188.625,58.6837,1833.39,221.479,-20.22,1963.72,-554.356,-101.274,1793.96,-523.087,-162.219,1926.07,-207.624,-46.7704,1743.4,-101.595,-18.5709,1746.72,-393.362,-15.6218,775.671,-359.93,24.7003,483.191,-268.409,3.38056,473.345,29.148,90.5303,755.539,7.13114,79.2614,484.339,-78.1215,33.7614,466.701,16.3024,176.562,336.137,2.46981,175.893,58.1019,-393.233,82.0569,308.186,-381.818,125.87,65.9392,-392.596,-0.808799,18.4353,-328.216,193.601,19.3446,85.9143,51.1483,18.2013,-49.2186,214.689,20.2231
48,0,-303.875,-0.421013,1473.9,-81.6342,50.1901,1492.14,-164.033,-9.67603,1436.82,-224.609,210.54,1332.11,-151.041,-39.7047,1303.35,-374.657,45.4773,1019.86,-20.1845,125.75,1005.69,-389.298,112.473,1536.53,-498.7,8.71271,1565.71,-562.163,-101.986,1675.69,-54.3485,186.49,1540.2,83.206,151.987,1622.35,177.313,90.4745,1719.87,188.624,58.6852,1833.39,221.605,-20.0755,1963.88,-554.277,-101.257,1793.97,-523.125,-162.186,1926.11,-207.573,-46.7664,1743.39,-101.543,-18.5279,1746.77,-393.331,-15.6427,775.703,-359.845,24.7353,483.246,-268.569,3.34727,473.425,29.2041,90.4379,755.54,7.05572,79.2113,484.32,-78.0486,33.7796,466.782,16.3119,176.549,336.242,2.48361,175.91,58.1281,-393.184,82.0203,308.176,-381.762,125.876,65.9027,-392.576,-0.797354,18.441,-328.19,193.578,19.3302,85.9745,51.1621,18.2014,-49.2116,214.659,20.2817
49,0,-303.9,-0.438051,1473.91,-81.6135,50.1934,1492.13,-163.726,-9.79121,1436.85,-224.591,210.528,1332.14,-151.059,-39.7268,1303.36,-374.591,45.4467,1019.89,-20.144,125.685,1005.69,-389.29,112.469,1536.52,-498.649,8.67593,1565.75,-562.173,-101.939,1675.72,-54.3518,186.426,1540.23,83.2487,151.935,1622.39,177.386,90.4524,1719.84,188.681,58.7184,1833.42,221.792,-19.9953,1963.94,-554.308,-101.184,1794.01,-523.075,-162.132,1926.16,-207.583,-46.7827,1743.45,-101.53,-18.5531,1746.75,-393.393,-15.7045,775.719,-359.858,24.6315,483.339,-268.544,3.33787,473.422,29.2125,90.4004,755.536,7.11336,79.2318,484.351,-77.8976,33.8225,466.877,16.3685,176.555,336.306,2.51087,175.908,58.1644,-393.183,82.0422,308.222,-381.738,125.848,66.0061,-392.565,-0.802692,18.4506,-328.232,193.621,19.3598,85.7969,51.0935,18.1246,-49.207,214.659,20.2683
50,0,-303.87,-0.427393,1473.95,-81.5755,50.1845,1492.17,-163.305,-9.84274,1437.04,-224.543,210.517,1332.12,-151.043,-39.7263,1303.34,-374.607,45.4558,1019.9,-20.1315,125.642,1005.7,-389.278,112.458,1536.57,-498.607,8.74029,1565.77,-562.159,-101.913,1675.75,-54.3037,186.378,1540.24,83.2352,151.898,1622.44,177.322,90.4486,1719.86,188.682,58.7263,1833.42,221.792,-19.9892,1963.93,-554.307,-101.217,1794.06,-523.102,-162.093,1926.19,-207.595,-46.7659,1743.45,-101.518,-18.5583,1746.76,-393.4,-15.714,775.76,-359.897,24.6419,483.354,-268.584,3.35019,473.424,29.2523,90.346,755.543,7.10031,79.2167,484.365,-77.7558,33.8572,466.933,16.4014,176.531,336.316,2.51028,175.92,58.1484,-393.25,82.0041,308.274,-381.712,125.922,66.1024,-392.564,-0.794573,18.4591,-328.197,193.553,19.3817,85.9703,51.1556,18.2259,-49.1841,214.656,20.3016
